"id","symbol","frequency","candle_time","open","high","low","close","volume","oi","active"
818011,MARUTI,1,"2025-07-16 09:15:00",12536.00,12565.00,12502.00,12532.00,1835.00,0.00,1
818012,MARUTI,1,"2025-07-16 09:16:00",12537.00,12550.00,12535.00,12541.00,1408.00,0.00,1
818013,MARUTI,1,"2025-07-16 09:17:00",12538.00,12538.00,12513.00,12513.00,599.00,0.00,1
818014,MARUTI,1,"2025-07-16 09:18:00",12513.00,12513.00,12490.00,12493.00,2534.00,0.00,1
818015,MARUTI,1,"2025-07-16 09:19:00",12492.00,12495.00,12488.00,12492.00,812.00,0.00,1
818016,MARUTI,1,"2025-07-16 09:20:00",12492.00,12492.00,12473.00,12476.00,1171.00,0.00,1
818017,MARUTI,1,"2025-07-16 09:21:00",12476.00,12480.00,12466.00,12466.00,887.00,0.00,1
818018,MARUTI,1,"2025-07-16 09:22:00",12464.00,12464.00,12457.00,12463.00,737.00,0.00,1
818019,MARUTI,1,"2025-07-16 09:23:00",12463.00,12475.00,12463.00,12474.00,432.00,0.00,1
818020,MARUTI,1,"2025-07-16 09:24:00",12474.00,12474.00,12468.00,12473.00,457.00,0.00,1
818021,MARUTI,1,"2025-07-16 09:25:00",12468.00,12470.00,12464.00,12466.00,458.00,0.00,1
818022,MARUTI,1,"2025-07-16 09:26:00",12466.00,12472.00,12466.00,12470.00,245.00,0.00,1
818023,MARUTI,1,"2025-07-16 09:27:00",12470.00,12471.00,12468.00,12470.00,554.00,0.00,1
818024,MARUTI,1,"2025-07-16 09:28:00",12475.00,12480.00,12470.00,12470.00,306.00,0.00,1
818025,MARUTI,1,"2025-07-16 09:29:00",12472.00,12481.00,12472.00,12481.00,532.00,0.00,1
818026,MARUTI,1,"2025-07-16 09:30:00",12481.00,12481.00,12465.00,12466.00,455.00,0.00,1
818027,MARUTI,1,"2025-07-16 09:31:00",12469.00,12477.00,12469.00,12476.00,571.00,0.00,1
818028,MARUTI,1,"2025-07-16 09:32:00",12469.00,12495.00,12469.00,12491.00,677.00,0.00,1
818029,MARUTI,1,"2025-07-16 09:33:00",12485.00,12489.00,12484.00,12484.00,493.00,0.00,1
818030,MARUTI,1,"2025-07-16 09:34:00",12484.00,12486.00,12480.00,12482.00,464.00,0.00,1
818031,MARUTI,1,"2025-07-16 09:35:00",12480.00,12480.00,12473.00,12475.00,248.00,0.00,1
818032,MARUTI,1,"2025-07-16 09:36:00",12475.00,12480.00,12473.00,12474.00,378.00,0.00,1
818033,MARUTI,1,"2025-07-16 09:37:00",12476.00,12484.00,12475.00,12475.00,266.00,0.00,1
818034,MARUTI,1,"2025-07-16 09:38:00",12475.00,12486.00,12475.00,12483.00,174.00,0.00,1
818035,MARUTI,1,"2025-07-16 09:39:00",12483.00,12490.00,12481.00,12487.00,443.00,0.00,1
818036,MARUTI,1,"2025-07-16 09:40:00",12490.00,12490.00,12483.00,12484.00,251.00,0.00,1
818037,MARUTI,1,"2025-07-16 09:41:00",12484.00,12491.00,12483.00,12485.00,456.00,0.00,1
818038,MARUTI,1,"2025-07-16 09:42:00",12485.00,12488.00,12479.00,12479.00,265.00,0.00,1
818039,MARUTI,1,"2025-07-16 09:43:00",12479.00,12479.00,12475.00,12479.00,229.00,0.00,1
818040,MARUTI,1,"2025-07-16 09:44:00",12479.00,12479.00,12469.00,12469.00,457.00,0.00,1
818041,MARUTI,1,"2025-07-16 09:45:00",12466.00,12469.00,12458.00,12462.00,1596.00,0.00,1
818042,MARUTI,1,"2025-07-16 09:46:00",12462.00,12468.00,12450.00,12451.00,1009.00,0.00,1
818043,MARUTI,1,"2025-07-16 09:47:00",12451.00,12451.00,12450.00,12451.00,261.00,0.00,1
818044,MARUTI,1,"2025-07-16 09:48:00",12451.00,12455.00,12450.00,12453.00,417.00,0.00,1
818045,MARUTI,1,"2025-07-16 09:49:00",12453.00,12467.00,12453.00,12461.00,341.00,0.00,1
818046,MARUTI,1,"2025-07-16 09:50:00",12461.00,12469.00,12461.00,12464.00,249.00,0.00,1
818047,MARUTI,1,"2025-07-16 09:51:00",12464.00,12464.00,12460.00,12460.00,198.00,0.00,1
818048,MARUTI,1,"2025-07-16 09:52:00",12460.00,12461.00,12455.00,12459.00,178.00,0.00,1
818049,MARUTI,1,"2025-07-16 09:53:00",12459.00,12460.00,12455.00,12458.00,267.00,0.00,1
818050,MARUTI,1,"2025-07-16 09:54:00",12457.00,12459.00,12451.00,12451.00,893.00,0.00,1
818051,MARUTI,1,"2025-07-16 09:55:00",12455.00,12455.00,12452.00,12452.00,116.00,0.00,1
818052,MARUTI,1,"2025-07-16 09:56:00",12453.00,12456.00,12452.00,12455.00,518.00,0.00,1
818053,MARUTI,1,"2025-07-16 09:57:00",12455.00,12457.00,12454.00,12455.00,228.00,0.00,1
818054,MARUTI,1,"2025-07-16 09:58:00",12455.00,12465.00,12455.00,12461.00,210.00,0.00,1
818055,MARUTI,1,"2025-07-16 09:59:00",12461.00,12463.00,12460.00,12461.00,107.00,0.00,1
818056,MARUTI,1,"2025-07-16 10:00:00",12461.00,12469.00,12460.00,12462.00,567.00,0.00,1
818057,MARUTI,1,"2025-07-16 10:01:00",12462.00,12462.00,12455.00,12455.00,394.00,0.00,1
818058,MARUTI,1,"2025-07-16 10:02:00",12456.00,12456.00,12454.00,12454.00,140.00,0.00,1
818059,MARUTI,1,"2025-07-16 10:03:00",12454.00,12464.00,12453.00,12457.00,719.00,0.00,1
818060,MARUTI,1,"2025-07-16 10:04:00",12457.00,12464.00,12457.00,12461.00,334.00,0.00,1
818061,MARUTI,1,"2025-07-16 10:05:00",12466.00,12479.00,12460.00,12478.00,969.00,0.00,1
818062,MARUTI,1,"2025-07-16 10:06:00",12478.00,12485.00,12474.00,12482.00,955.00,0.00,1
818063,MARUTI,1,"2025-07-16 10:07:00",12482.00,12484.00,12477.00,12480.00,448.00,0.00,1
818064,MARUTI,1,"2025-07-16 10:08:00",12481.00,12481.00,12472.00,12476.00,269.00,0.00,1
818065,MARUTI,1,"2025-07-16 10:09:00",12476.00,12476.00,12468.00,12468.00,230.00,0.00,1
818066,MARUTI,1,"2025-07-16 10:10:00",12470.00,12474.00,12468.00,12474.00,256.00,0.00,1
818067,MARUTI,1,"2025-07-16 10:11:00",12474.00,12475.00,12471.00,12474.00,159.00,0.00,1
818068,MARUTI,1,"2025-07-16 10:12:00",12475.00,12475.00,12471.00,12471.00,112.00,0.00,1
818069,MARUTI,1,"2025-07-16 10:13:00",12474.00,12474.00,12466.00,12468.00,128.00,0.00,1
818070,MARUTI,1,"2025-07-16 10:14:00",12468.00,12471.00,12466.00,12470.00,231.00,0.00,1
818071,MARUTI,1,"2025-07-16 10:15:00",12471.00,12473.00,12464.00,12464.00,249.00,0.00,1
818072,MARUTI,1,"2025-07-16 10:16:00",12464.00,12467.00,12463.00,12464.00,95.00,0.00,1
818073,MARUTI,1,"2025-07-16 10:17:00",12464.00,12465.00,12461.00,12461.00,289.00,0.00,1
818074,MARUTI,1,"2025-07-16 10:18:00",12461.00,12465.00,12456.00,12459.00,392.00,0.00,1
818075,MARUTI,1,"2025-07-16 10:19:00",12459.00,12459.00,12456.00,12457.00,192.00,0.00,1
818076,MARUTI,1,"2025-07-16 10:20:00",12457.00,12467.00,12456.00,12467.00,404.00,0.00,1
818077,MARUTI,1,"2025-07-16 10:21:00",12467.00,12467.00,12456.00,12458.00,333.00,0.00,1
818078,MARUTI,1,"2025-07-16 10:22:00",12462.00,12465.00,12458.00,12460.00,434.00,0.00,1
818079,MARUTI,1,"2025-07-16 10:23:00",12463.00,12463.00,12459.00,12460.00,177.00,0.00,1
818080,MARUTI,1,"2025-07-16 10:24:00",12460.00,12462.00,12460.00,12460.00,101.00,0.00,1
818081,MARUTI,1,"2025-07-16 10:25:00",12460.00,12462.00,12454.00,12454.00,188.00,0.00,1
818082,MARUTI,1,"2025-07-16 10:26:00",12458.00,12458.00,12454.00,12455.00,255.00,0.00,1
818083,MARUTI,1,"2025-07-16 10:27:00",12455.00,12459.00,12455.00,12455.00,466.00,0.00,1
818084,MARUTI,1,"2025-07-16 10:28:00",12458.00,12458.00,12455.00,12455.00,143.00,0.00,1
818085,MARUTI,1,"2025-07-16 10:29:00",12457.00,12457.00,12455.00,12455.00,214.00,0.00,1
818086,MARUTI,1,"2025-07-16 10:30:00",12457.00,12460.00,12456.00,12456.00,354.00,0.00,1
818087,MARUTI,1,"2025-07-16 10:31:00",12458.00,12460.00,12455.00,12456.00,364.00,0.00,1
818088,MARUTI,1,"2025-07-16 10:32:00",12456.00,12463.00,12456.00,12463.00,246.00,0.00,1
818089,MARUTI,1,"2025-07-16 10:33:00",12463.00,12465.00,12460.00,12460.00,535.00,0.00,1
818090,MARUTI,1,"2025-07-16 10:34:00",12461.00,12461.00,12458.00,12459.00,169.00,0.00,1
818091,MARUTI,1,"2025-07-16 10:35:00",12458.00,12459.00,12454.00,12454.00,130.00,0.00,1
818092,MARUTI,1,"2025-07-16 10:36:00",12457.00,12457.00,12453.00,12454.00,240.00,0.00,1
818093,MARUTI,1,"2025-07-16 10:37:00",12454.00,12455.00,12452.00,12455.00,546.00,0.00,1
818094,MARUTI,1,"2025-07-16 10:38:00",12455.00,12455.00,12452.00,12452.00,102.00,0.00,1
818095,MARUTI,1,"2025-07-16 10:39:00",12454.00,12454.00,12451.00,12453.00,217.00,0.00,1
818096,MARUTI,1,"2025-07-16 10:40:00",12452.00,12455.00,12452.00,12453.00,292.00,0.00,1
818097,MARUTI,1,"2025-07-16 10:41:00",12455.00,12455.00,12451.00,12451.00,132.00,0.00,1
818098,MARUTI,1,"2025-07-16 10:42:00",12453.00,12453.00,12450.00,12452.00,128.00,0.00,1
818099,MARUTI,1,"2025-07-16 10:43:00",12452.00,12460.00,12450.00,12455.00,404.00,0.00,1
818100,MARUTI,1,"2025-07-16 10:44:00",12455.00,12460.00,12450.00,12450.00,156.00,0.00,1
818101,MARUTI,1,"2025-07-16 10:45:00",12451.00,12451.00,12450.00,12450.00,152.00,0.00,1
818102,MARUTI,1,"2025-07-16 10:46:00",12451.00,12455.00,12450.00,12453.00,369.00,0.00,1
818103,MARUTI,1,"2025-07-16 10:47:00",12451.00,12461.00,12451.00,12451.00,238.00,0.00,1
818104,MARUTI,1,"2025-07-16 10:48:00",12451.00,12453.00,12449.00,12452.00,420.00,0.00,1
818105,MARUTI,1,"2025-07-16 10:49:00",12452.00,12453.00,12447.00,12450.00,460.00,0.00,1
818106,MARUTI,1,"2025-07-16 10:50:00",12450.00,12450.00,12439.00,12444.00,934.00,0.00,1
818107,MARUTI,1,"2025-07-16 10:51:00",12444.00,12451.00,12439.00,12451.00,453.00,0.00,1
818108,MARUTI,1,"2025-07-16 10:52:00",12451.00,12451.00,12445.00,12448.00,160.00,0.00,1
818109,MARUTI,1,"2025-07-16 10:53:00",12448.00,12459.00,12446.00,12454.00,331.00,0.00,1
818110,MARUTI,1,"2025-07-16 10:54:00",12456.00,12457.00,12454.00,12454.00,168.00,0.00,1
818111,MARUTI,1,"2025-07-16 10:55:00",12454.00,12465.00,12454.00,12460.00,289.00,0.00,1
818112,MARUTI,1,"2025-07-16 10:56:00",12464.00,12466.00,12460.00,12462.00,238.00,0.00,1
818113,MARUTI,1,"2025-07-16 10:57:00",12462.00,12469.00,12462.00,12465.00,535.00,0.00,1
818114,MARUTI,1,"2025-07-16 10:58:00",12465.00,12467.00,12462.00,12462.00,107.00,0.00,1
818115,MARUTI,1,"2025-07-16 10:59:00",12461.00,12469.00,12461.00,12469.00,381.00,0.00,1
818116,MARUTI,1,"2025-07-16 11:00:00",12466.00,12469.00,12464.00,12466.00,182.00,0.00,1
818117,MARUTI,1,"2025-07-16 11:01:00",12466.00,12469.00,12460.00,12462.00,878.00,0.00,1
818118,MARUTI,1,"2025-07-16 11:02:00",12462.00,12462.00,12460.00,12461.00,143.00,0.00,1
818119,MARUTI,1,"2025-07-16 11:03:00",12461.00,12469.00,12461.00,12469.00,400.00,0.00,1
818120,MARUTI,1,"2025-07-16 11:04:00",12469.00,12469.00,12466.00,12467.00,211.00,0.00,1
818121,MARUTI,1,"2025-07-16 11:05:00",12469.00,12469.00,12463.00,12464.00,259.00,0.00,1
818122,MARUTI,1,"2025-07-16 11:06:00",12467.00,12467.00,12463.00,12464.00,158.00,0.00,1
818123,MARUTI,1,"2025-07-16 11:07:00",12464.00,12467.00,12463.00,12467.00,436.00,0.00,1
818124,MARUTI,1,"2025-07-16 11:08:00",12467.00,12468.00,12465.00,12466.00,198.00,0.00,1
818125,MARUTI,1,"2025-07-16 11:09:00",12466.00,12468.00,12465.00,12465.00,100.00,0.00,1
818126,MARUTI,1,"2025-07-16 11:10:00",12465.00,12467.00,12461.00,12461.00,176.00,0.00,1
818127,MARUTI,1,"2025-07-16 11:11:00",12461.00,12468.00,12459.00,12468.00,544.00,0.00,1
818128,MARUTI,1,"2025-07-16 11:12:00",12468.00,12468.00,12461.00,12462.00,89.00,0.00,1
818129,MARUTI,1,"2025-07-16 11:13:00",12462.00,12470.00,12461.00,12466.00,287.00,0.00,1
818130,MARUTI,1,"2025-07-16 11:14:00",12469.00,12469.00,12463.00,12463.00,66.00,0.00,1
818131,MARUTI,1,"2025-07-16 11:15:00",12463.00,12465.00,12459.00,12459.00,172.00,0.00,1
818132,MARUTI,1,"2025-07-16 11:16:00",12459.00,12461.00,12454.00,12455.00,587.00,0.00,1
818133,MARUTI,1,"2025-07-16 11:17:00",12452.00,12455.00,12452.00,12453.00,242.00,0.00,1
818134,MARUTI,1,"2025-07-16 11:18:00",12453.00,12456.00,12452.00,12456.00,261.00,0.00,1
818135,MARUTI,1,"2025-07-16 11:19:00",12456.00,12456.00,12455.00,12456.00,91.00,0.00,1
818136,MARUTI,1,"2025-07-16 11:20:00",12455.00,12461.00,12455.00,12457.00,421.00,0.00,1
818137,MARUTI,1,"2025-07-16 11:21:00",12460.00,12460.00,12458.00,12458.00,117.00,0.00,1
818138,MARUTI,1,"2025-07-16 11:22:00",12458.00,12460.00,12458.00,12460.00,170.00,0.00,1
818139,MARUTI,1,"2025-07-16 11:23:00",12460.00,12460.00,12458.00,12458.00,131.00,0.00,1
818140,MARUTI,1,"2025-07-16 11:24:00",12460.00,12475.00,12459.00,12473.00,1113.00,0.00,1
818141,MARUTI,1,"2025-07-16 11:25:00",12473.00,12475.00,12470.00,12470.00,261.00,0.00,1
818142,MARUTI,1,"2025-07-16 11:26:00",12474.00,12475.00,12467.00,12474.00,300.00,0.00,1
818143,MARUTI,1,"2025-07-16 11:27:00",12474.00,12483.00,12470.00,12478.00,987.00,0.00,1
818144,MARUTI,1,"2025-07-16 11:28:00",12478.00,12484.00,12478.00,12480.00,307.00,0.00,1
818145,MARUTI,1,"2025-07-16 11:29:00",12480.00,12483.00,12478.00,12480.00,218.00,0.00,1
818146,MARUTI,1,"2025-07-16 11:30:00",12480.00,12480.00,12475.00,12478.00,151.00,0.00,1
818147,MARUTI,1,"2025-07-16 11:31:00",12478.00,12478.00,12475.00,12475.00,179.00,0.00,1
818148,MARUTI,1,"2025-07-16 11:32:00",12470.00,12475.00,12469.00,12473.00,323.00,0.00,1
818149,MARUTI,1,"2025-07-16 11:33:00",12473.00,12473.00,12468.00,12471.00,130.00,0.00,1
818150,MARUTI,1,"2025-07-16 11:34:00",12471.00,12475.00,12471.00,12471.00,68.00,0.00,1
818151,MARUTI,1,"2025-07-16 11:35:00",12474.00,12474.00,12469.00,12469.00,69.00,0.00,1
818152,MARUTI,1,"2025-07-16 11:36:00",12469.00,12480.00,12469.00,12479.00,434.00,0.00,1
818153,MARUTI,1,"2025-07-16 11:37:00",12479.00,12480.00,12472.00,12480.00,72.00,0.00,1
818154,MARUTI,1,"2025-07-16 11:38:00",12480.00,12480.00,12476.00,12477.00,93.00,0.00,1
818155,MARUTI,1,"2025-07-16 11:39:00",12477.00,12480.00,12476.00,12479.00,135.00,0.00,1
818156,MARUTI,1,"2025-07-16 11:40:00",12479.00,12483.00,12477.00,12478.00,183.00,0.00,1
818157,MARUTI,1,"2025-07-16 11:41:00",12480.00,12483.00,12478.00,12479.00,150.00,0.00,1
818158,MARUTI,1,"2025-07-16 11:42:00",12479.00,12483.00,12478.00,12478.00,127.00,0.00,1
818159,MARUTI,1,"2025-07-16 11:43:00",12478.00,12481.00,12478.00,12480.00,184.00,0.00,1
818160,MARUTI,1,"2025-07-16 11:44:00",12479.00,12482.00,12478.00,12482.00,151.00,0.00,1
818161,MARUTI,1,"2025-07-16 11:45:00",12482.00,12482.00,12478.00,12481.00,235.00,0.00,1
818162,MARUTI,1,"2025-07-16 11:46:00",12481.00,12481.00,12475.00,12478.00,97.00,0.00,1
818163,MARUTI,1,"2025-07-16 11:47:00",12478.00,12479.00,12475.00,12475.00,219.00,0.00,1
818164,MARUTI,1,"2025-07-16 11:48:00",12475.00,12478.00,12475.00,12478.00,149.00,0.00,1
818165,MARUTI,1,"2025-07-16 11:49:00",12478.00,12482.00,12477.00,12481.00,137.00,0.00,1
818166,MARUTI,1,"2025-07-16 11:50:00",12482.00,12482.00,12478.00,12478.00,51.00,0.00,1
818167,MARUTI,1,"2025-07-16 11:51:00",12478.00,12481.00,12478.00,12479.00,349.00,0.00,1
818168,MARUTI,1,"2025-07-16 11:52:00",12479.00,12498.00,12479.00,12497.00,1784.00,0.00,1
818169,MARUTI,1,"2025-07-16 11:53:00",12495.00,12504.00,12493.00,12504.00,300.00,0.00,1
818170,MARUTI,1,"2025-07-16 11:54:00",12501.00,12514.00,12501.00,12514.00,2555.00,0.00,1
818171,MARUTI,1,"2025-07-16 11:55:00",12515.00,12515.00,12491.00,12491.00,622.00,0.00,1
818172,MARUTI,1,"2025-07-16 11:56:00",12492.00,12495.00,12491.00,12492.00,286.00,0.00,1
818173,MARUTI,1,"2025-07-16 11:57:00",12492.00,12499.00,12492.00,12494.00,219.00,0.00,1
818174,MARUTI,1,"2025-07-16 11:58:00",12494.00,12495.00,12490.00,12495.00,268.00,0.00,1
818175,MARUTI,1,"2025-07-16 11:59:00",12495.00,12495.00,12489.00,12489.00,94.00,0.00,1
818176,MARUTI,1,"2025-07-16 12:00:00",12492.00,12494.00,12489.00,12492.00,209.00,0.00,1
818177,MARUTI,1,"2025-07-16 12:01:00",12492.00,12492.00,12491.00,12491.00,85.00,0.00,1
818178,MARUTI,1,"2025-07-16 12:02:00",12490.00,12494.00,12490.00,12494.00,90.00,0.00,1
818179,MARUTI,1,"2025-07-16 12:03:00",12494.00,12495.00,12487.00,12487.00,326.00,0.00,1
818180,MARUTI,1,"2025-07-16 12:04:00",12487.00,12490.00,12487.00,12487.00,47.00,0.00,1
818181,MARUTI,1,"2025-07-16 12:05:00",12487.00,12494.00,12487.00,12489.00,228.00,0.00,1
818182,MARUTI,1,"2025-07-16 12:06:00",12489.00,12495.00,12489.00,12495.00,165.00,0.00,1
818183,MARUTI,1,"2025-07-16 12:07:00",12495.00,12498.00,12495.00,12496.00,127.00,0.00,1
818184,MARUTI,1,"2025-07-16 12:08:00",12496.00,12497.00,12493.00,12494.00,299.00,0.00,1
818185,MARUTI,1,"2025-07-16 12:09:00",12497.00,12498.00,12493.00,12497.00,124.00,0.00,1
818186,MARUTI,1,"2025-07-16 12:10:00",12497.00,12505.00,12494.00,12500.00,519.00,0.00,1
818187,MARUTI,1,"2025-07-16 12:11:00",12500.00,12507.00,12498.00,12502.00,171.00,0.00,1
818188,MARUTI,1,"2025-07-16 12:12:00",12502.00,12504.00,12500.00,12500.00,143.00,0.00,1
818189,MARUTI,1,"2025-07-16 12:13:00",12500.00,12505.00,12500.00,12502.00,224.00,0.00,1
818190,MARUTI,1,"2025-07-16 12:14:00",12502.00,12505.00,12502.00,12503.00,60.00,0.00,1
818191,MARUTI,1,"2025-07-16 12:15:00",12503.00,12505.00,12498.00,12500.00,320.00,0.00,1
818192,MARUTI,1,"2025-07-16 12:16:00",12500.00,12502.00,12497.00,12498.00,196.00,0.00,1
818193,MARUTI,1,"2025-07-16 12:17:00",12498.00,12501.00,12493.00,12493.00,197.00,0.00,1
818194,MARUTI,1,"2025-07-16 12:18:00",12494.00,12497.00,12494.00,12497.00,114.00,0.00,1
818195,MARUTI,1,"2025-07-16 12:19:00",12497.00,12502.00,12495.00,12496.00,219.00,0.00,1
818196,MARUTI,1,"2025-07-16 12:20:00",12496.00,12496.00,12491.00,12492.00,106.00,0.00,1
