symbol,phase,start,end,period,mult,sharpe,max_dd,trades,win_rate,won,lost
ICICIBANK,train,2025-05-01,2025-05-31,120,3.0,0.0083,0.686,7,57.14,4,3
ICICIBANK,test,2025-06-01,2025-06-30,120,3.0,0.0067,0.686,12,58.33,7,5
INFY,train,2025-05-01,2025-05-31,120,3.0,0.0029,2.0965,6,50.0,3,3
INFY,test,2025-06-01,2025-06-30,120,3.0,0.0036,2.0965,10,60.0,6,4
KOTAKBANK,train,2025-05-01,2025-05-31,120,3.0,-0.0028,2.5404,5,20.0,1,4
KOTAKBANK,test,2025-06-01,2025-06-30,120,3.0,0.0014,2.7097,7,28.57,2,5
MARUTI,train,2025-05-01,2025-05-31,120,3.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,120,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,120,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,120,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,120,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,120,3.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,120,3.0,0.0094,1.3775,5,40.0,2,3
RELIANCE,test,2025-06-01,2025-06-30,120,3.0,0.011,1.3775,6,33.33,2,4
SBIN,train,2025-05-01,2025-05-31,120,3.0,0.0042,0.7255,5,80.0,4,1
SBIN,test,2025-06-01,2025-06-30,120,3.0,0.0023,0.7255,7,71.43,5,2
SUNPHARMA,train,2025-05-01,2025-05-31,120,3.0,-0.0009,2.0994,12,58.33,7,5
SUNPHARMA,test,2025-06-01,2025-06-30,120,3.0,-0.0002,2.0994,16,50.0,8,8
TATAMOTORS,train,2025-05-01,2025-05-31,120,3.0,0.0042,1.2709,6,66.67,4,2
TATAMOTORS,test,2025-06-01,2025-06-30,120,3.0,0.0011,1.2709,13,53.85,7,6
TCS,train,2025-05-01,2025-05-31,120,3.0,-0.0016,5.0614,11,18.18,2,9
TCS,test,2025-06-01,2025-06-30,120,3.0,-0.0014,5.0614,12,16.67,2,10
TECHM,train,2025-05-01,2025-05-31,120,3.0,0.0062,2.0424,12,58.33,7,5
TECHM,test,2025-06-01,2025-06-30,120,3.0,0.0073,2.0424,14,57.14,8,6
AXISBANK,train,2025-05-01,2025-05-31,160,1.8,0.0068,0.9739,29,44.83,13,16
AXISBANK,test,2025-06-01,2025-06-30,160,1.8,0.0066,0.9739,43,46.51,20,23
HDFCBANK,train,2025-05-01,2025-05-31,160,1.8,0.0085,1.0058,13,53.85,7,6
HDFCBANK,test,2025-06-01,2025-06-30,160,1.8,0.0086,1.0058,21,47.62,10,11
ICICIBANK,train,2025-05-01,2025-05-31,160,1.8,0.0088,0.7012,21,61.9,13,8
ICICIBANK,test,2025-06-01,2025-06-30,160,1.8,0.0073,0.7012,32,56.25,18,14
INFY,train,2025-05-01,2025-05-31,160,1.8,0.0029,2.0901,23,52.17,12,11
INFY,test,2025-06-01,2025-06-30,160,1.8,0.0036,2.0901,31,54.84,17,14
KOTAKBANK,train,2025-05-01,2025-05-31,160,1.8,-0.003,2.4914,23,39.13,9,14
KOTAKBANK,test,2025-06-01,2025-06-30,160,1.8,0.0018,2.6549,39,48.72,19,20
MARUTI,train,2025-05-01,2025-05-31,160,1.8,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,160,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,160,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,160,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,160,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,160,1.8,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,160,1.8,0.0087,1.2958,23,47.83,11,12
RELIANCE,test,2025-06-01,2025-06-30,160,1.8,0.0104,1.2958,34,47.06,16,18
SBIN,train,2025-05-01,2025-05-31,160,1.8,0.0051,0.746,19,52.63,10,9
SBIN,test,2025-06-01,2025-06-30,160,1.8,0.0032,0.746,29,51.72,15,14
SUNPHARMA,train,2025-05-01,2025-05-31,160,1.8,-0.0021,2.1604,34,41.18,14,20
SUNPHARMA,test,2025-06-01,2025-06-30,160,1.8,-0.0013,2.3432,53,47.17,25,28
TATAMOTORS,train,2025-05-01,2025-05-31,160,1.8,0.0046,1.217,30,50.0,15,15
TATAMOTORS,test,2025-06-01,2025-06-30,160,1.8,0.0016,1.217,48,47.92,23,25
TCS,train,2025-05-01,2025-05-31,160,1.8,-0.0022,4.78,35,42.86,15,20
TCS,test,2025-06-01,2025-06-30,160,1.8,-0.0016,4.78,48,43.75,21,27
TECHM,train,2025-05-01,2025-05-31,160,1.8,0.0084,1.8433,33,57.58,19,14
TECHM,test,2025-06-01,2025-06-30,160,1.8,0.0089,1.8433,47,57.45,27,20
AXISBANK,train,2025-05-01,2025-05-31,160,2.0,0.0071,0.9637,21,42.86,9,12
AXISBANK,test,2025-06-01,2025-06-30,160,2.0,0.0068,0.9637,31,45.16,14,17
HDFCBANK,train,2025-05-01,2025-05-31,160,2.0,0.0086,1.0058,9,55.56,5,4
HDFCBANK,test,2025-06-01,2025-06-30,160,2.0,0.0087,1.0058,15,46.67,7,8
ICICIBANK,train,2025-05-01,2025-05-31,160,2.0,0.0083,0.6867,14,57.14,8,6
ICICIBANK,test,2025-06-01,2025-06-30,160,2.0,0.0068,0.6867,22,50.0,11,11
INFY,train,2025-05-01,2025-05-31,160,2.0,0.0026,2.0901,17,47.06,8,9
INFY,test,2025-06-01,2025-06-30,160,2.0,0.0033,2.0901,25,52.0,13,12
KOTAKBANK,train,2025-05-01,2025-05-31,160,2.0,-0.0034,2.6021,14,35.71,5,9
KOTAKBANK,test,2025-06-01,2025-06-30,160,2.0,0.0012,2.7381,24,50.0,12,12
MARUTI,train,2025-05-01,2025-05-31,160,2.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,160,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,160,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,160,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,160,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,160,2.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,160,2.0,0.0088,1.3178,14,42.86,6,8
RELIANCE,test,2025-06-01,2025-06-30,160,2.0,0.0105,1.3178,23,47.83,11,12
SBIN,train,2025-05-01,2025-05-31,160,2.0,0.0054,0.7074,16,50.0,8,8
SBIN,test,2025-06-01,2025-06-30,160,2.0,0.0033,0.7074,23,52.17,12,11
SUNPHARMA,train,2025-05-01,2025-05-31,160,2.0,-0.0006,2.1944,28,39.29,11,17
SUNPHARMA,test,2025-06-01,2025-06-30,160,2.0,-0.0004,2.3322,41,43.9,18,23
TATAMOTORS,train,2025-05-01,2025-05-31,160,2.0,0.005,1.217,25,48.0,12,13
TATAMOTORS,test,2025-06-01,2025-06-30,160,2.0,0.002,1.217,41,43.9,18,23
TCS,train,2025-05-01,2025-05-31,160,2.0,-0.0029,5.0233,25,40.0,10,15
TCS,test,2025-06-01,2025-06-30,160,2.0,-0.0021,5.0233,38,42.11,16,22
TECHM,train,2025-05-01,2025-05-31,160,2.0,0.0086,1.8433,26,57.69,15,11
TECHM,test,2025-06-01,2025-06-30,160,2.0,0.0092,1.8433,33,54.55,18,15
AXISBANK,train,2025-05-01,2025-05-31,160,2.2,0.0067,0.9642,18,50.0,9,9
AXISBANK,test,2025-06-01,2025-06-30,160,2.2,0.0067,0.9642,26,50.0,13,13
HDFCBANK,train,2025-05-01,2025-05-31,160,2.2,0.0087,1.0058,6,50.0,3,3
HDFCBANK,test,2025-06-01,2025-06-30,160,2.2,0.0087,1.0058,12,41.67,5,7
ICICIBANK,train,2025-05-01,2025-05-31,160,2.2,0.0086,0.6857,9,66.67,6,3
ICICIBANK,test,2025-06-01,2025-06-30,160,2.2,0.007,0.6857,14,57.14,8,6
INFY,train,2025-05-01,2025-05-31,160,2.2,0.0025,2.0976,12,41.67,5,7
INFY,test,2025-06-01,2025-06-30,160,2.2,0.0033,2.0976,20,50.0,10,10
KOTAKBANK,train,2025-05-01,2025-05-31,160,2.2,-0.0036,2.6228,9,33.33,3,6
KOTAKBANK,test,2025-06-01,2025-06-30,160,2.2,0.0011,2.7873,18,55.56,10,8
MARUTI,train,2025-05-01,2025-05-31,160,2.2,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,160,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,160,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,160,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,160,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,160,2.2,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,160,2.2,0.0094,1.3178,11,45.45,5,6
RELIANCE,test,2025-06-01,2025-06-30,160,2.2,0.0108,1.3178,19,52.63,10,9
SBIN,train,2025-05-01,2025-05-31,160,2.2,0.0055,0.6965,15,53.33,8,7
SBIN,test,2025-06-01,2025-06-30,160,2.2,0.0035,0.6965,20,55.0,11,9
SUNPHARMA,train,2025-05-01,2025-05-31,160,2.2,-0.0009,2.1966,24,41.67,10,14
SUNPHARMA,test,2025-06-01,2025-06-30,160,2.2,-0.0004,2.2527,33,45.45,15,18
TATAMOTORS,train,2025-05-01,2025-05-31,160,2.2,0.0045,1.2545,16,50.0,8,8
TATAMOTORS,test,2025-06-01,2025-06-30,160,2.2,0.0013,1.2545,26,50.0,13,13
TCS,train,2025-05-01,2025-05-31,160,2.2,-0.0028,5.0233,18,27.78,5,13
TCS,test,2025-06-01,2025-06-30,160,2.2,-0.0022,5.0233,27,33.33,9,18
TECHM,train,2025-05-01,2025-05-31,160,2.2,0.0086,2.0416,20,60.0,12,8
TECHM,test,2025-06-01,2025-06-30,160,2.2,0.009,2.0416,25,56.0,14,11
AXISBANK,train,2025-05-01,2025-05-31,160,2.5,0.007,0.9642,16,56.25,9,7
AXISBANK,test,2025-06-01,2025-06-30,160,2.5,0.0068,0.9642,20,50.0,10,10
HDFCBANK,train,2025-05-01,2025-05-31,160,2.5,0.0088,1.0058,3,33.33,1,2
HDFCBANK,test,2025-06-01,2025-06-30,160,2.5,0.0087,1.0058,7,42.86,3,4
ICICIBANK,train,2025-05-01,2025-05-31,160,2.5,0.0086,0.6857,8,62.5,5,3
ICICIBANK,test,2025-06-01,2025-06-30,160,2.5,0.007,0.6857,13,61.54,8,5
INFY,train,2025-05-01,2025-05-31,160,2.5,0.0026,2.0976,7,42.86,3,4
INFY,test,2025-06-01,2025-06-30,160,2.5,0.0033,2.0976,12,50.0,6,6
KOTAKBANK,train,2025-05-01,2025-05-31,160,2.5,-0.0033,2.543,6,16.67,1,5
KOTAKBANK,test,2025-06-01,2025-06-30,160,2.5,0.0013,2.7075,14,50.0,7,7
MARUTI,train,2025-05-01,2025-05-31,160,2.5,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,160,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,160,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,160,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,160,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,160,2.5,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,160,2.5,0.0093,1.3358,10,50.0,5,5
RELIANCE,test,2025-06-01,2025-06-30,160,2.5,0.0108,1.3358,14,57.14,8,6
SBIN,train,2025-05-01,2025-05-31,160,2.5,0.0049,0.696,9,55.56,5,4
SBIN,test,2025-06-01,2025-06-30,160,2.5,0.003,0.696,14,57.14,8,6
SUNPHARMA,train,2025-05-01,2025-05-31,160,2.5,-0.001,2.1979,20,45.0,9,11
SUNPHARMA,test,2025-06-01,2025-06-30,160,2.5,-0.0004,2.1979,27,44.44,12,15
TATAMOTORS,train,2025-05-01,2025-05-31,160,2.5,0.0042,1.2709,10,50.0,5,5
TATAMOTORS,test,2025-06-01,2025-06-30,160,2.5,0.0011,1.2709,19,47.37,9,10
TCS,train,2025-05-01,2025-05-31,160,2.5,-0.002,5.0622,13,30.77,4,9
TCS,test,2025-06-01,2025-06-30,160,2.5,-0.0016,5.0622,17,29.41,5,12
TECHM,train,2025-05-01,2025-05-31,160,2.5,0.0062,2.0416,14,50.0,7,7
TECHM,test,2025-06-01,2025-06-30,160,2.5,0.0072,2.0416,18,50.0,9,9
AXISBANK,train,2025-05-01,2025-05-31,160,3.0,0.0071,0.9101,12,58.33,7,5
AXISBANK,test,2025-06-01,2025-06-30,160,3.0,0.0069,0.9101,16,50.0,8,8
HDFCBANK,train,2025-05-01,2025-05-31,160,3.0,0.0087,1.0058,1,100.0,1,0
HDFCBANK,test,2025-06-01,2025-06-30,160,3.0,0.0089,1.0058,4,50.0,2,2
ICICIBANK,train,2025-05-01,2025-05-31,160,3.0,0.0087,0.6857,7,71.43,5,2
ICICIBANK,test,2025-06-01,2025-06-30,160,3.0,0.0069,0.6857,11,72.73,8,3
INFY,train,2025-05-01,2025-05-31,160,3.0,0.0027,2.0976,6,50.0,3,3
INFY,test,2025-06-01,2025-06-30,160,3.0,0.0034,2.0976,11,54.55,6,5
KOTAKBANK,train,2025-05-01,2025-05-31,160,3.0,-0.0033,2.543,6,16.67,1,5
KOTAKBANK,test,2025-06-01,2025-06-30,160,3.0,0.0014,2.7124,9,33.33,3,6
MARUTI,train,2025-05-01,2025-05-31,160,3.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,160,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,160,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,160,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,160,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,160,3.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,160,3.0,0.0095,1.3358,6,50.0,3,3
RELIANCE,test,2025-06-01,2025-06-30,160,3.0,0.0111,1.3358,8,50.0,4,4
SBIN,train,2025-05-01,2025-05-31,160,3.0,0.0044,0.7253,5,80.0,4,1
SBIN,test,2025-06-01,2025-06-30,160,3.0,0.0025,0.7253,7,71.43,5,2
SUNPHARMA,train,2025-05-01,2025-05-31,160,3.0,-0.0007,2.0683,13,53.85,7,6
SUNPHARMA,test,2025-06-01,2025-06-30,160,3.0,-0.0001,2.0683,17,47.06,8,9
TATAMOTORS,train,2025-05-01,2025-05-31,160,3.0,0.0043,1.2709,5,60.0,3,2
TATAMOTORS,test,2025-06-01,2025-06-30,160,3.0,0.0012,1.2709,12,58.33,7,5
TCS,train,2025-05-01,2025-05-31,160,3.0,-0.0016,5.0622,11,18.18,2,9
TCS,test,2025-06-01,2025-06-30,160,3.0,-0.0014,5.0622,12,16.67,2,10
TECHM,train,2025-05-01,2025-05-31,160,3.0,0.0064,2.0416,12,58.33,7,5
TECHM,test,2025-06-01,2025-06-30,160,3.0,0.0075,2.0416,14,57.14,8,6
AXISBANK,train,2025-05-01,2025-05-31,180,1.8,0.0066,0.9742,29,44.83,13,16
AXISBANK,test,2025-06-01,2025-06-30,180,1.8,0.0064,0.9742,43,46.51,20,23
HDFCBANK,train,2025-05-01,2025-05-31,180,1.8,0.0085,1.0059,13,53.85,7,6
HDFCBANK,test,2025-06-01,2025-06-30,180,1.8,0.0085,1.0059,21,47.62,10,11
ICICIBANK,train,2025-05-01,2025-05-31,180,1.8,0.0087,0.7012,21,61.9,13,8
ICICIBANK,test,2025-06-01,2025-06-30,180,1.8,0.0073,0.7012,32,56.25,18,14
INFY,train,2025-05-01,2025-05-31,180,1.8,0.0029,2.0906,24,50.0,12,12
INFY,test,2025-06-01,2025-06-30,180,1.8,0.0036,2.0906,32,53.12,17,15
KOTAKBANK,train,2025-05-01,2025-05-31,180,1.8,-0.0025,2.4878,23,39.13,9,14
KOTAKBANK,test,2025-06-01,2025-06-30,180,1.8,0.0022,2.6511,39,48.72,19,20
MARUTI,train,2025-05-01,2025-05-31,180,1.8,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,180,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,180,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,180,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,180,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,180,1.8,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,180,1.8,0.0087,1.2959,23,47.83,11,12
RELIANCE,test,2025-06-01,2025-06-30,180,1.8,0.0104,1.2959,34,47.06,16,18
SBIN,train,2025-05-01,2025-05-31,180,1.8,0.0049,0.7462,19,52.63,10,9
SBIN,test,2025-06-01,2025-06-30,180,1.8,0.003,0.7462,29,51.72,15,14
SUNPHARMA,train,2025-05-01,2025-05-31,180,1.8,-0.0005,2.1506,34,38.24,13,21
SUNPHARMA,test,2025-06-01,2025-06-30,180,1.8,-0.0001,2.3376,53,45.28,24,29
TATAMOTORS,train,2025-05-01,2025-05-31,180,1.8,0.0044,1.2174,29,51.72,15,14
TATAMOTORS,test,2025-06-01,2025-06-30,180,1.8,0.0014,1.2174,47,48.94,23,24
TCS,train,2025-05-01,2025-05-31,180,1.8,-0.0025,4.7864,34,44.12,15,19
TCS,test,2025-06-01,2025-06-30,180,1.8,-0.0018,4.7864,47,44.68,21,26
TECHM,train,2025-05-01,2025-05-31,180,1.8,0.0085,1.8176,33,57.58,19,14
TECHM,test,2025-06-01,2025-06-30,180,1.8,0.0089,1.8176,48,56.25,27,21
AXISBANK,train,2025-05-01,2025-05-31,180,2.0,0.0068,0.967,22,40.91,9,13
AXISBANK,test,2025-06-01,2025-06-30,180,2.0,0.0066,0.967,32,43.75,14,18
HDFCBANK,train,2025-05-01,2025-05-31,180,2.0,0.0085,1.0059,9,55.56,5,4
HDFCBANK,test,2025-06-01,2025-06-30,180,2.0,0.0087,1.0059,15,46.67,7,8
ICICIBANK,train,2025-05-01,2025-05-31,180,2.0,0.0084,0.6867,14,64.29,9,5
ICICIBANK,test,2025-06-01,2025-06-30,180,2.0,0.0069,0.6867,22,54.55,12,10
INFY,train,2025-05-01,2025-05-31,180,2.0,0.0029,2.0906,17,47.06,8,9
INFY,test,2025-06-01,2025-06-30,180,2.0,0.0035,2.0906,25,52.0,13,12
KOTAKBANK,train,2025-05-01,2025-05-31,180,2.0,-0.0031,2.54,15,33.33,5,10
KOTAKBANK,test,2025-06-01,2025-06-30,180,2.0,0.0014,2.676,25,48.0,12,13
MARUTI,train,2025-05-01,2025-05-31,180,2.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,180,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,180,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,180,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,180,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,180,2.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,180,2.0,0.0088,1.3179,14,42.86,6,8
RELIANCE,test,2025-06-01,2025-06-30,180,2.0,0.0104,1.3179,23,47.83,11,12
SBIN,train,2025-05-01,2025-05-31,180,2.0,0.0052,0.7075,16,50.0,8,8
SBIN,test,2025-06-01,2025-06-30,180,2.0,0.0031,0.7075,23,52.17,12,11
SUNPHARMA,train,2025-05-01,2025-05-31,180,2.0,-0.0003,2.1925,29,37.93,11,18
SUNPHARMA,test,2025-06-01,2025-06-30,180,2.0,-0.0002,2.3301,42,42.86,18,24
TATAMOTORS,train,2025-05-01,2025-05-31,180,2.0,0.0046,1.2174,23,47.83,11,12
TATAMOTORS,test,2025-06-01,2025-06-30,180,2.0,0.0017,1.2174,39,43.59,17,22
TCS,train,2025-05-01,2025-05-31,180,2.0,-0.0026,4.8687,25,36.0,9,16
TCS,test,2025-06-01,2025-06-30,180,2.0,-0.0019,4.8687,38,39.47,15,23
TECHM,train,2025-05-01,2025-05-31,180,2.0,0.0085,1.8435,26,57.69,15,11
TECHM,test,2025-06-01,2025-06-30,180,2.0,0.0091,1.8435,34,55.88,19,15
AXISBANK,train,2025-05-01,2025-05-31,180,2.2,0.0065,0.9645,18,50.0,9,9
