symbol,phase,start,end,period,mult,sharpe,max_dd,trades,win_rate,won,lost
AXISBANK,test,2025-06-01,2025-06-30,180,2.2,0.0065,0.9645,26,50.0,13,13
HDFCBANK,train,2025-05-01,2025-05-31,180,2.2,0.0086,1.0059,6,50.0,3,3
HDFCBANK,test,2025-06-01,2025-06-30,180,2.2,0.0087,1.0059,12,41.67,5,7
ICICIBANK,train,2025-05-01,2025-05-31,180,2.2,0.0083,0.6867,11,63.64,7,4
ICICIBANK,test,2025-06-01,2025-06-30,180,2.2,0.0068,0.6867,16,56.25,9,7
INFY,train,2025-05-01,2025-05-31,180,2.2,0.0024,2.0981,12,41.67,5,7
INFY,test,2025-06-01,2025-06-30,180,2.2,0.0032,2.0981,20,50.0,10,10
KOTAKBANK,train,2025-05-01,2025-05-31,180,2.2,-0.0036,2.6228,9,33.33,3,6
KOTAKBANK,test,2025-06-01,2025-06-30,180,2.2,0.0011,2.7873,18,55.56,10,8
MARUTI,train,2025-05-01,2025-05-31,180,2.2,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,180,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,180,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,180,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,180,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,180,2.2,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,180,2.2,0.0086,1.3179,12,41.67,5,7
RELIANCE,test,2025-06-01,2025-06-30,180,2.2,0.0102,1.3179,19,52.63,10,9
SBIN,train,2025-05-01,2025-05-31,180,2.2,0.0053,0.6966,15,53.33,8,7
SBIN,test,2025-06-01,2025-06-30,180,2.2,0.0033,0.6966,20,55.0,11,9
SUNPHARMA,train,2025-05-01,2025-05-31,180,2.2,-0.0008,2.1958,24,41.67,10,14
SUNPHARMA,test,2025-06-01,2025-06-30,180,2.2,-0.0003,2.252,33,45.45,15,18
TATAMOTORS,train,2025-05-01,2025-05-31,180,2.2,0.0042,1.2549,16,50.0,8,8
TATAMOTORS,test,2025-06-01,2025-06-30,180,2.2,0.0011,1.2549,26,50.0,13,13
TCS,train,2025-05-01,2025-05-31,180,2.2,-0.0031,5.0299,18,27.78,5,13
TCS,test,2025-06-01,2025-06-30,180,2.2,-0.0024,5.0299,27,33.33,9,18
TECHM,train,2025-05-01,2025-05-31,180,2.2,0.0077,2.0568,22,54.55,12,10
TECHM,test,2025-06-01,2025-06-30,180,2.2,0.0084,2.0568,27,51.85,14,13
AXISBANK,train,2025-05-01,2025-05-31,180,2.5,0.0067,0.9645,16,56.25,9,7
AXISBANK,test,2025-06-01,2025-06-30,180,2.5,0.0066,0.9645,20,50.0,10,10
HDFCBANK,train,2025-05-01,2025-05-31,180,2.5,0.0088,1.0059,3,33.33,1,2
HDFCBANK,test,2025-06-01,2025-06-30,180,2.5,0.0086,1.0059,7,42.86,3,4
ICICIBANK,train,2025-05-01,2025-05-31,180,2.5,0.0086,0.6857,8,62.5,5,3
ICICIBANK,test,2025-06-01,2025-06-30,180,2.5,0.0069,0.6857,13,61.54,8,5
INFY,train,2025-05-01,2025-05-31,180,2.5,0.0026,2.0981,8,37.5,3,5
INFY,test,2025-06-01,2025-06-30,180,2.5,0.0033,2.0981,13,46.15,6,7
KOTAKBANK,train,2025-05-01,2025-05-31,180,2.5,-0.0033,2.543,6,16.67,1,5
KOTAKBANK,test,2025-06-01,2025-06-30,180,2.5,0.0013,2.7075,14,50.0,7,7
MARUTI,train,2025-05-01,2025-05-31,180,2.5,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,180,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,180,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,180,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,180,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,180,2.5,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,180,2.5,0.0094,1.3179,11,45.45,5,6
RELIANCE,test,2025-06-01,2025-06-30,180,2.5,0.0109,1.3179,15,53.33,8,7
SBIN,train,2025-05-01,2025-05-31,180,2.5,0.0055,0.6956,9,55.56,5,4
SBIN,test,2025-06-01,2025-06-30,180,2.5,0.0034,0.6956,14,57.14,8,6
SUNPHARMA,train,2025-05-01,2025-05-31,180,2.5,-0.0009,2.1971,20,45.0,9,11
SUNPHARMA,test,2025-06-01,2025-06-30,180,2.5,-0.0003,2.1971,27,44.44,12,15
TATAMOTORS,train,2025-05-01,2025-05-31,180,2.5,0.0039,1.2714,10,50.0,5,5
TATAMOTORS,test,2025-06-01,2025-06-30,180,2.5,0.0009,1.2714,19,47.37,9,10
TCS,train,2025-05-01,2025-05-31,180,2.5,-0.0023,5.0689,13,30.77,4,9
TCS,test,2025-06-01,2025-06-30,180,2.5,-0.0018,5.0689,17,29.41,5,12
TECHM,train,2025-05-01,2025-05-31,180,2.5,0.0062,2.0418,14,50.0,7,7
TECHM,test,2025-06-01,2025-06-30,180,2.5,0.0072,2.0418,18,50.0,9,9
AXISBANK,train,2025-05-01,2025-05-31,180,3.0,0.0069,0.9104,12,58.33,7,5
AXISBANK,test,2025-06-01,2025-06-30,180,3.0,0.0067,0.9104,16,50.0,8,8
HDFCBANK,train,2025-05-01,2025-05-31,180,3.0,0.0087,1.0059,1,100.0,1,0
HDFCBANK,test,2025-06-01,2025-06-30,180,3.0,0.0088,1.0059,4,50.0,2,2
ICICIBANK,train,2025-05-01,2025-05-31,180,3.0,0.0086,0.6857,7,71.43,5,2
ICICIBANK,test,2025-06-01,2025-06-30,180,3.0,0.0068,0.6857,11,72.73,8,3
INFY,train,2025-05-01,2025-05-31,180,3.0,0.0026,2.0981,6,50.0,3,3
INFY,test,2025-06-01,2025-06-30,180,3.0,0.0034,2.0981,10,50.0,5,5
KOTAKBANK,train,2025-05-01,2025-05-31,180,3.0,-0.0033,2.543,6,16.67,1,5
KOTAKBANK,test,2025-06-01,2025-06-30,180,3.0,0.0014,2.7124,9,33.33,3,6
MARUTI,train,2025-05-01,2025-05-31,180,3.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,180,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,180,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,180,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,180,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,180,3.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,180,3.0,0.0095,1.3359,7,57.14,4,3
RELIANCE,test,2025-06-01,2025-06-30,180,3.0,0.0111,1.3359,9,55.56,5,4
SBIN,train,2025-05-01,2025-05-31,180,3.0,0.0042,0.7255,5,80.0,4,1
SBIN,test,2025-06-01,2025-06-30,180,3.0,0.0023,0.7255,7,71.43,5,2
SUNPHARMA,train,2025-05-01,2025-05-31,180,3.0,-0.0006,2.0676,13,53.85,7,6
SUNPHARMA,test,2025-06-01,2025-06-30,180,3.0,0.0,2.0676,17,47.06,8,9
TATAMOTORS,train,2025-05-01,2025-05-31,180,3.0,0.004,1.2714,5,60.0,3,2
TATAMOTORS,test,2025-06-01,2025-06-30,180,3.0,0.001,1.2714,12,58.33,7,5
TCS,train,2025-05-01,2025-05-31,180,3.0,-0.0019,5.0689,11,18.18,2,9
TCS,test,2025-06-01,2025-06-30,180,3.0,-0.0016,5.0689,12,16.67,2,10
TECHM,train,2025-05-01,2025-05-31,180,3.0,0.0063,2.0418,12,58.33,7,5
TECHM,test,2025-06-01,2025-06-30,180,3.0,0.0074,2.0418,14,57.14,8,6
AXISBANK,train,2025-05-01,2025-05-31,240,1.8,0.0064,0.9745,29,44.83,13,16
AXISBANK,test,2025-06-01,2025-06-30,240,1.8,0.0062,0.9745,42,45.24,19,23
HDFCBANK,train,2025-05-01,2025-05-31,240,1.8,0.0086,1.0057,13,53.85,7,6
HDFCBANK,test,2025-06-01,2025-06-30,240,1.8,0.0086,1.0057,22,50.0,11,11
ICICIBANK,train,2025-05-01,2025-05-31,240,1.8,0.0093,0.6699,22,63.64,14,8
ICICIBANK,test,2025-06-01,2025-06-30,240,1.8,0.0076,0.6699,33,60.61,20,13
INFY,train,2025-05-01,2025-05-31,240,1.8,0.0029,2.0902,24,54.17,13,11
INFY,test,2025-06-01,2025-06-30,240,1.8,0.0036,2.0902,35,57.14,20,15
KOTAKBANK,train,2025-05-01,2025-05-31,240,1.8,-0.0021,2.4858,25,44.0,11,14
KOTAKBANK,test,2025-06-01,2025-06-30,240,1.8,0.0025,2.649,39,51.28,20,19
MARUTI,train,2025-05-01,2025-05-31,240,1.8,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,240,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,240,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,240,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,240,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,240,1.8,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,240,1.8,0.009,1.254,21,47.62,10,11
RELIANCE,test,2025-06-01,2025-06-30,240,1.8,0.0106,1.254,32,46.88,15,17
SBIN,train,2025-05-01,2025-05-31,240,1.8,0.0048,0.7463,20,55.0,11,9
SBIN,test,2025-06-01,2025-06-30,240,1.8,0.0028,0.7463,32,50.0,16,16
SUNPHARMA,train,2025-05-01,2025-05-31,240,1.8,-0.0001,2.1485,34,41.18,14,20
SUNPHARMA,test,2025-06-01,2025-06-30,240,1.8,0.0002,2.3175,52,46.15,24,28
TATAMOTORS,train,2025-05-01,2025-05-31,240,1.8,0.004,1.2727,33,48.48,16,17
TATAMOTORS,test,2025-06-01,2025-06-30,240,1.8,0.0014,1.2727,51,47.06,24,27
TCS,train,2025-05-01,2025-05-31,240,1.8,-0.0027,4.7872,32,37.5,12,20
TCS,test,2025-06-01,2025-06-30,240,1.8,-0.002,4.7872,45,40.0,18,27
TECHM,train,2025-05-01,2025-05-31,240,1.8,0.0083,1.8179,37,56.76,21,16
TECHM,test,2025-06-01,2025-06-30,240,1.8,0.0087,1.8179,51,56.86,29,22
AXISBANK,train,2025-05-01,2025-05-31,240,2.0,0.0064,0.9676,24,37.5,9,15
AXISBANK,test,2025-06-01,2025-06-30,240,2.0,0.0063,0.9676,35,40.0,14,21
HDFCBANK,train,2025-05-01,2025-05-31,240,2.0,0.0087,1.0057,9,55.56,5,4
HDFCBANK,test,2025-06-01,2025-06-30,240,2.0,0.0088,1.0057,15,46.67,7,8
ICICIBANK,train,2025-05-01,2025-05-31,240,2.0,0.009,0.7009,16,62.5,10,6
ICICIBANK,test,2025-06-01,2025-06-30,240,2.0,0.0074,0.7009,24,54.17,13,11
INFY,train,2025-05-01,2025-05-31,240,2.0,0.0029,2.0902,17,47.06,8,9
INFY,test,2025-06-01,2025-06-30,240,2.0,0.0036,2.0902,25,52.0,13,12
KOTAKBANK,train,2025-05-01,2025-05-31,240,2.0,-0.0024,2.3878,15,40.0,6,9
KOTAKBANK,test,2025-06-01,2025-06-30,240,2.0,0.0019,2.5238,25,52.0,13,12
MARUTI,train,2025-05-01,2025-05-31,240,2.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,240,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,240,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,240,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,240,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,240,2.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,240,2.0,0.009,1.276,14,42.86,6,8
RELIANCE,test,2025-06-01,2025-06-30,240,2.0,0.0105,1.276,22,50.0,11,11
SBIN,train,2025-05-01,2025-05-31,240,2.0,0.005,0.7224,17,52.94,9,8
SBIN,test,2025-06-01,2025-06-30,240,2.0,0.003,0.7224,24,54.17,13,11
SUNPHARMA,train,2025-05-01,2025-05-31,240,2.0,-0.0001,2.1902,30,40.0,12,18
SUNPHARMA,test,2025-06-01,2025-06-30,240,2.0,0.0002,2.2982,43,44.19,19,24
TATAMOTORS,train,2025-05-01,2025-05-31,240,2.0,0.0049,1.1952,23,47.83,11,12
TATAMOTORS,test,2025-06-01,2025-06-30,240,2.0,0.0018,1.1952,38,44.74,17,21
TCS,train,2025-05-01,2025-05-31,240,2.0,-0.0024,4.7872,25,36.0,9,16
TCS,test,2025-06-01,2025-06-30,240,2.0,-0.0017,4.7872,38,39.47,15,23
TECHM,train,2025-05-01,2025-05-31,240,2.0,0.0085,1.8438,26,57.69,15,11
TECHM,test,2025-06-01,2025-06-30,240,2.0,0.009,1.8438,35,57.14,20,15
AXISBANK,train,2025-05-01,2025-05-31,240,2.2,0.0066,0.9673,20,45.0,9,11
AXISBANK,test,2025-06-01,2025-06-30,240,2.2,0.0066,0.9673,28,46.43,13,15
HDFCBANK,train,2025-05-01,2025-05-31,240,2.2,0.0088,1.0057,7,42.86,3,4
HDFCBANK,test,2025-06-01,2025-06-30,240,2.2,0.0088,1.0057,13,38.46,5,8
ICICIBANK,train,2025-05-01,2025-05-31,240,2.2,0.0087,0.6864,11,63.64,7,4
ICICIBANK,test,2025-06-01,2025-06-30,240,2.2,0.0071,0.6864,16,56.25,9,7
INFY,train,2025-05-01,2025-05-31,240,2.2,0.0025,2.0902,14,42.86,6,8
INFY,test,2025-06-01,2025-06-30,240,2.2,0.0033,2.0902,22,50.0,11,11
KOTAKBANK,train,2025-05-01,2025-05-31,240,2.2,-0.003,2.508,10,40.0,4,6
KOTAKBANK,test,2025-06-01,2025-06-30,240,2.2,0.0015,2.6725,19,57.89,11,8
MARUTI,train,2025-05-01,2025-05-31,240,2.2,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,240,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,240,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,240,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,240,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,240,2.2,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,240,2.2,0.0088,1.276,13,38.46,5,8
RELIANCE,test,2025-06-01,2025-06-30,240,2.2,0.0103,1.276,20,50.0,10,10
SBIN,train,2025-05-01,2025-05-31,240,2.2,0.0052,0.7076,14,50.0,7,7
SBIN,test,2025-06-01,2025-06-30,240,2.2,0.0032,0.7076,20,50.0,10,10
SUNPHARMA,train,2025-05-01,2025-05-31,240,2.2,-0.0005,2.1935,23,43.48,10,13
SUNPHARMA,test,2025-06-01,2025-06-30,240,2.2,0.0001,2.2014,31,45.16,14,17
TATAMOTORS,train,2025-05-01,2025-05-31,240,2.2,0.0049,1.2068,18,50.0,9,9
TATAMOTORS,test,2025-06-01,2025-06-30,240,2.2,0.002,1.2068,31,45.16,14,17
TCS,train,2025-05-01,2025-05-31,240,2.2,-0.0027,4.8695,18,27.78,5,13
TCS,test,2025-06-01,2025-06-30,240,2.2,-0.0022,4.8695,25,28.0,7,18
TECHM,train,2025-05-01,2025-05-31,240,2.2,0.0058,1.8438,20,45.0,9,11
TECHM,test,2025-06-01,2025-06-30,240,2.2,0.0071,1.8438,26,46.15,12,14
AXISBANK,train,2025-05-01,2025-05-31,240,2.5,0.0066,0.9648,16,56.25,9,7
AXISBANK,test,2025-06-01,2025-06-30,240,2.5,0.0065,0.9648,20,50.0,10,10
HDFCBANK,train,2025-05-01,2025-05-31,240,2.5,0.0089,1.0057,3,33.33,1,2
HDFCBANK,test,2025-06-01,2025-06-30,240,2.5,0.0087,1.0057,7,42.86,3,4
ICICIBANK,train,2025-05-01,2025-05-31,240,2.5,0.009,0.6854,8,62.5,5,3
ICICIBANK,test,2025-06-01,2025-06-30,240,2.5,0.0072,0.6854,13,61.54,8,5
INFY,train,2025-05-01,2025-05-31,240,2.5,0.0026,2.0976,9,33.33,3,6
INFY,test,2025-06-01,2025-06-30,240,2.5,0.0033,2.0976,14,42.86,6,8
KOTAKBANK,train,2025-05-01,2025-05-31,240,2.5,-0.0032,2.5425,6,16.67,1,5
KOTAKBANK,test,2025-06-01,2025-06-30,240,2.5,0.0015,2.707,13,46.15,6,7
MARUTI,train,2025-05-01,2025-05-31,240,2.5,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,240,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,240,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,240,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,240,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,240,2.5,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,240,2.5,0.0096,1.276,11,45.45,5,6
RELIANCE,test,2025-06-01,2025-06-30,240,2.5,0.0109,1.276,15,53.33,8,7
SBIN,train,2025-05-01,2025-05-31,240,2.5,0.0054,0.6956,9,55.56,5,4
SBIN,test,2025-06-01,2025-06-30,240,2.5,0.0034,0.6956,13,53.85,7,6
SUNPHARMA,train,2025-05-01,2025-05-31,240,2.5,-0.0004,2.1935,22,45.45,10,12
SUNPHARMA,test,2025-06-01,2025-06-30,240,2.5,0.0002,2.1935,28,42.86,12,16
TATAMOTORS,train,2025-05-01,2025-05-31,240,2.5,0.0042,1.2283,10,40.0,4,6
TATAMOTORS,test,2025-06-01,2025-06-30,240,2.5,0.0011,1.2283,18,38.89,7,11
TCS,train,2025-05-01,2025-05-31,240,2.5,-0.0028,5.0727,14,35.71,5,9
TCS,test,2025-06-01,2025-06-30,240,2.5,-0.0021,5.0727,17,35.29,6,11
TECHM,train,2025-05-01,2025-05-31,240,2.5,0.0058,2.0422,15,53.33,8,7
TECHM,test,2025-06-01,2025-06-30,240,2.5,0.0069,2.0422,19,52.63,10,9
AXISBANK,train,2025-05-01,2025-05-31,240,3.0,0.0064,0.9649,13,61.54,8,5
AXISBANK,test,2025-06-01,2025-06-30,240,3.0,0.0063,0.9649,17,52.94,9,8
HDFCBANK,train,2025-05-01,2025-05-31,240,3.0,0.0088,1.0057,1,100.0,1,0
HDFCBANK,test,2025-06-01,2025-06-30,240,3.0,0.0089,1.0057,4,50.0,2,2
ICICIBANK,train,2025-05-01,2025-05-31,240,3.0,0.009,0.6854,7,71.43,5,2
ICICIBANK,test,2025-06-01,2025-06-30,240,3.0,0.0071,0.6854,11,72.73,8,3
INFY,train,2025-05-01,2025-05-31,240,3.0,0.0026,2.0976,5,60.0,3,2
INFY,test,2025-06-01,2025-06-30,240,3.0,0.0034,2.0976,9,55.56,5,4
KOTAKBANK,train,2025-05-01,2025-05-31,240,3.0,-0.0032,2.5425,6,16.67,1,5
KOTAKBANK,test,2025-06-01,2025-06-30,240,3.0,0.0014,2.7119,9,33.33,3,6
MARUTI,train,2025-05-01,2025-05-31,240,3.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,240,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,240,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,240,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,240,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,240,3.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,240,3.0,0.0097,1.294,7,57.14,4,3
RELIANCE,test,2025-06-01,2025-06-30,240,3.0,0.0112,1.294,9,55.56,5,4
SBIN,train,2025-05-01,2025-05-31,240,3.0,0.0043,0.7254,6,83.33,5,1
SBIN,test,2025-06-01,2025-06-30,240,3.0,0.0024,0.7254,7,85.71,6,1
SUNPHARMA,train,2025-05-01,2025-05-31,240,3.0,-0.0004,2.0663,15,53.33,8,7
SUNPHARMA,test,2025-06-01,2025-06-30,240,3.0,0.0002,2.0663,19,47.37,9,10
TATAMOTORS,train,2025-05-01,2025-05-31,240,3.0,0.0042,1.2448,6,66.67,4,2
TATAMOTORS,test,2025-06-01,2025-06-30,240,3.0,0.0011,1.2448,13,53.85,7,6
TCS,train,2025-05-01,2025-05-31,240,3.0,-0.0022,5.0697,11,18.18,2,9
TCS,test,2025-06-01,2025-06-30,240,3.0,-0.0019,5.0697,12,16.67,2,10
TECHM,train,2025-05-01,2025-05-31,240,3.0,0.0063,2.0422,12,58.33,7,5
TECHM,test,2025-06-01,2025-06-30,240,3.0,0.0074,2.0422,14,57.14,8,6
