dt_in,dt_out,price_in,price_out,size,side,pnl,pnl_comm,barlen,tradeid,atr_entry,atr_pct,mae_abs,mae_pct,mfe_abs,mfe_pct,ret_pct,symbol,period,mult,period_label
2025-01-01 10:51:00,2025-01-03 15:09:00,1220.6,1249.35,389.15287563493365,BUY,11188.145174504343,10995.907545469443,1008,1,1.0422614551847318,0.0008538927209443977,4.0,8.421052631578947e-06,41.450000000000045,8.726315789473694e-05,0.023149279043093565,RELIANCE,60,12.0,Jan-2025
2025-01-07 09:31:00,2025-01-09 10:41:00,1230.85,1257.0,394.3990836967916,BUY,10313.536038671136,10117.294886596124,820,2,2.1150439145076665,0.0017183604131353672,2.099999999999909,4.325917846206393e-06,40.200000000000045,8.281042734166892e-05,0.02084123166917179,RELIANCE,60,12.0,Jan-2025
2025-01-10 11:16:00,2025-01-10 14:15:00,1254.0,1243.25,394.78272911520116,BUY,-4243.914337988413,-4441.088572045,179,3,0.9178196269637455,0.0007319135781210092,10.849999999999909,2.191664417304366e-05,0.75,1.5149754036666252e-06,-0.00897085326953748,RELIANCE,60,12.0,Jan-2025
2025-01-13 13:09:00,2025-01-13 14:39:00,1242.2,1233.7,395.13645803173364,BUY,-3358.659893269736,-3554.32356455789,90,4,0.7836937478041929,0.0006308917628434977,8.700000000000045,1.7724770683720812e-05,3.0499999999999545,6.213856389120389e-06,-0.00724132989856706,RELIANCE,60,12.0,Jan-2025
2025-01-14 09:16:00,2025-01-14 10:17:00,1250.9,1236.75,389.6889445844508,BUY,-5514.098565870014,-5707.980506469115,61,5,1.8822657515143075,0.0015047291961901889,14.800000000000182,3.03613471664091e-05,2.449999999999818,5.026033821465936e-06,-0.011709593092973132,RELIANCE,60,12.0,Jan-2025
2025-01-14 15:16:00,2025-01-17 09:40:00,1239.45,1292.0,388.91388865992485,BUY,20437.424849079034,20240.5216363894,789,6,1.0491117461378718,0.0008464332939109054,2.3500000000001364,4.8751209826927495e-06,86.54999999999995,0.0001795496685327799,0.04198935818306503,RELIANCE,60,12.0,Jan-2025
2025-01-17 12:39:00,2025-01-21 09:33:00,1305.0,1300.3,384.11326808744354,BUY,-1805.332360011002,-2005.4784194806455,564,7,1.191607307398596,0.0009131090478150161,8.25,1.6458267926898584e-05,8.900000000000091,1.7754979945381686e-05,-0.004000812260536433,RELIANCE,60,12.0,Jan-2025
2025-01-21 11:48:00,2025-01-21 14:39:00,1297.75,1277.9,384.79106943217664,BUY,-7638.102728228671,-7836.320151825268,171,8,1.915199282784354,0.0014757844598608006,20.59999999999991,4.125258794472055e-05,1.2000000000000455,2.4030633754207163e-06,-0.01569264496243491,RELIANCE,60,12.0,Jan-2025
2025-01-24 09:17:00,2025-01-24 10:00:00,1270.1,1260.9,387.30659492274094,BUY,-3563.2206732891464,-3759.275271639038,43,9,1.3216542628227812,0.0010405907116154485,9.199999999999818,1.870230000447809e-05,2.900000000000091,5.895290218803177e-06,-0.007642075427131579,RELIANCE,60,12.0,Jan-2025
2025-01-27 14:02:00,2025-01-28 09:32:00,1235.15,1223.25,395.3744846401782,BUY,-4704.956367218157,-4899.354093826039,105,10,1.0990894262226865,0.0008898428743251317,13.0,2.6620426592331483e-05,2.849999999999909,5.83601659908787e-06,-0.010032530461887294,RELIANCE,60,12.0,Jan-2025
2025-01-28 11:41:00,2025-01-29 09:27:00,1236.3,1230.0,391.24193829505896,BUY,-2464.8242112588537,-2657.8082097422744,241,11,1.1658347072209296,0.0009430030795283748,7.0,1.4472007167524459e-05,8.450000000000045,1.7469780080797475e-05,-0.005494831351613649,RELIANCE,60,12.0,Jan-2025
2025-02-03 11:18:00,2025-02-05 15:02:00,1254.6,1278.0,378.606727243743,BUY,8859.397417503622,8667.625538020122,974,12,1.0023356518761766,0.0007989284647506589,11.399999999999864,2.3999999999999716e-05,35.90000000000009,7.557894736842125e-05,0.01824763271162131,RELIANCE,60,12.0,Feb-2025
2025-02-06 09:18:00,2025-02-06 12:47:00,1283.65,1274.6,376.4532732918779,BUY,-3406.9021232915634,-3599.5144405713527,209,13,1.576535659061085,0.0012281662907031394,9.400000000000091,1.9452263807116976e-05,4.349999999999909,9.001845485208111e-06,-0.007448798348459612,RELIANCE,60,12.0,Feb-2025
2025-02-10 15:28:00,2025-02-11 09:58:00,1254.6,1250.75,382.4443691555686,BUY,-1472.4108212489043,-1664.042221301685,45,14,0.656375343624285,0.0005231749909327953,4.349999999999909,9.065999748967494e-06,9.950000000000045,2.0737171839592843e-05,-0.0034680934162282075,RELIANCE,60,12.0,Feb-2025
2025-02-12 11:56:00,2025-02-13 13:42:00,1217.25,1216.7,392.8805630990674,BUY,-216.0843097044692,-407.33463901546423,481,15,1.6255341153954204,0.0013354151697641571,7.25,1.5159946888005833e-05,10.75,2.247854193738796e-05,-0.0008517477921544092,RELIANCE,60,12.0,Feb-2025
2025-02-14 09:17:00,2025-02-14 10:48:00,1223.1,1210.0,390.68506052266787,BUY,-5117.974292846913,-5308.089456998454,91,16,1.3965333515738165,0.0011417981780507045,13.099999999999909,2.7414638596260855e-05,0.3000000000001819,6.278161510597938e-07,-0.0111083476412394,RELIANCE,60,12.0,Feb-2025
2025-02-14 15:01:00,2025-02-17 09:17:00,1218.5,1205.8,388.021512138799,BUY,-4927.8732041627645,-5116.009314538383,31,17,1.3322387792180084,0.001093343273876084,14.0,2.9610565279771525e-05,2.2999999999999545,4.86459286739094e-06,-0.010820566270004139,RELIANCE,60,12.0,Feb-2025
2025-02-17 10:21:00,2025-02-21 13:01:00,1221.4,1228.3,383.1210117015842,BUY,2643.534980740879,2455.8286722678044,1660,18,1.5508686883390561,0.0012697467564590273,5.300000000000182,1.1326141500223317e-05,18.59999999999991,3.974834564229159e-05,0.005248125102341463,RELIANCE,60,12.0,Feb-2025
2025-03-04 09:15:00,2025-03-04 09:16:00,1174.0,1160.9,404.5996592844974,BUY,-5300.25553662688,-5489.1954855195545,1,19,0.7524124823875319,0.0006408964926639965,14.450000000000045,3.0421052631579043e-05,0.0,0.0,-0.01155620102214643,RELIANCE,60,12.0,Mar-2025
2025-03-05 09:18:00,2025-03-10 11:52:00,1168.0,1244.05,402.21341120612703,BUY,30588.32992222594,30394.298150525992,1279,20,1.3222861922861753,0.0011320943427107666,1.5499999999999545,3.299379775878278e-06,90.0,0.00019157689021229274,0.064698279109589,RELIANCE,60,12.0,Mar-2025
2025-03-11 11:04:00,2025-03-12 12:00:00,1246.0,1244.35,400.20854537059074,BUY,-660.3440998615112,-859.6759700542414,431,21,1.014293159207596,0.0008140394536176533,6.9500000000000455,1.3937356365066971e-05,17.0,3.4091375281458554e-05,-0.001723972712680651,RELIANCE,60,12.0,Mar-2025
2025-03-12 15:00:00,2025-03-13 13:16:00,1256.1,1252.1,396.3403832180595,BUY,-1585.361532872238,-1784.1817227097454,271,22,0.6094533254717724,0.0004851949092204223,4.899999999999864,9.842457302550572e-06,8.050000000000182,1.616975128276247e-05,-0.0035838229440331186,RELIANCE,60,12.0,Mar-2025
2025-03-17 09:16:00,2025-03-17 12:18:00,1255.6,1237.3,395.1482818760993,BUY,-7231.213558332599,-7428.226588710385,182,23,2.5483830816501216,0.002029613795516185,18.549999999999955,3.738802367101055e-05,0.0,0.0,-0.014971790379101589,RELIANCE,60,12.0,Mar-2025
2025-03-18 09:16:00,2025-03-25 09:20:00,1244.65,1294.2,392.9549411194756,BUY,19470.91733247,19271.386602017763,1879,24,1.2436638149494368,0.000999207660747549,9.650000000000091,1.973046478008708e-05,63.049999999999955,0.00012891251858906504,0.03940242638492745,RELIANCE,60,12.0,Mar-2025
2025-03-27 09:32:00,2025-03-28 12:33:00,1282.45,1282.4,395.64831746755993,BUY,-19.782415873360005,-222.73813328469421,556,25,1.6685645301325207,0.0013010756989609892,9.450000000000045,1.8624389404393333e-05,13.299999999999955,2.6212103606182995e-05,-0.00043898007719595655,RELIANCE,60,12.0,Mar-2025
2025-04-03 13:20:00,2025-04-04 09:16:00,1249.65,1236.1,380.106429800344,BUY,-5150.442123794731,-5339.412035369972,131,26,0.7023878841996283,0.0005620676863118699,14.150000000000091,2.978947368421072e-05,2.1499999999998636,4.526315789473397e-06,-0.011240867442884153,RELIANCE,60,12.0,Apr-2025
2025-04-07 09:34:00,2025-04-16 09:16:00,1155.35,1233.6,406.7404323939919,BUY,31827.438834829867,31633.102323636343,1857,27,5.10040346892315,0.004414595982968928,15.349999999999909,3.266460908746859e-05,95.65000000000009,0.0002035420103724034,0.06731484831436363,RELIANCE,60,12.0,Apr-2025
2025-04-16 14:01:00,2025-04-17 09:16:00,1237.7,1233.0,403.95815284305814,BUY,-1898.6033183623917,-2098.2152000082606,90,28,0.9694844978199426,0.0007832952232527613,4.7000000000000455,9.400394708024831e-06,5.2000000000000455,1.0400436698240229e-05,-0.004196606609032921,RELIANCE,60,12.0,Apr-2025
2025-04-17 11:10:00,2025-04-22 13:39:00,1240.7,1290.3,401.37478950096335,BUY,19908.189559247745,19705.013640802357,899,29,0.7693516415915735,0.0006200948187245697,0.7000000000000455,1.4056628496061408e-06,63.200000000000045,0.00012691127442157485,0.03956943660836617,RELIANCE,60,12.0,Apr-2025
2025-04-23 09:49:00,2025-04-23 10:45:00,1301.6,1288.8,396.97715449647166,BUY,-5081.3075775548195,-5286.973501756352,56,30,1.3862593502122436,0.0010650425247481895,13.0,2.5159401048327547e-05,4.400000000000091,8.515489585587961e-06,-0.010232083589428363,RELIANCE,60,12.0,Apr-2025
2025-04-23 15:01:00,2025-04-24 09:29:00,1300.9,1291.4,393.32987890378877,BUY,-3736.633849585993,-3940.5596586024517,43,31,0.784811051929839,0.0006032831516102998,9.700000000000045,1.8957055527061005e-05,0.2999999999999545,5.86300686403857e-07,-0.0077011761088477204,RELIANCE,60,12.0,Apr-2025
2025-04-24 15:16:00,2025-04-25 09:53:00,1302.8,1306.1,389.8827968915156,BUY,1286.6132297419838,1083.1801839799286,52,32,0.7538008878852508,0.0005786006201145616,1.5,2.953108721838409e-06,22.40000000000009,4.409975691278708e-05,0.0021324992324224397,RELIANCE,60,12.0,Apr-2025
2025-04-25 14:03:00,2025-04-29 14:20:00,1309.2,1397.7,388.7628543882122,BUY,34405.512613356776,34195.044179248085,767,33,1.2797660987095947,0.0009775176433773256,13.0,2.5541864316851734e-05,101.70000000000005,0.0001998159693095248,0.06718501374885424,RELIANCE,60,12.0,Apr-2025
2025-05-06 15:02:00,2025-05-07 10:11:00,1421.7,1411.2,334.10705493423364,BUY,-3508.124076809453,-3697.4224519940913,84,34,1.2253286324513954,0.0008618756646630059,10.900000000000091,2.2947368421052823e-05,2.7000000000000455,5.684210526315885e-06,-0.007784047267355982,RELIANCE,60,12.0,May-2025
2025-05-08 10:04:00,2025-05-08 14:49:00,1410.8,1411.6,334.19864521590983,BUY,267.35891617271267,78.71046492123588,285,35,1.2637101142248375,0.0008957400866351273,1.5,3.1814208506066558e-06,10.0,2.1209472337377706e-05,0.00016694074284090906,RELIANCE,60,12.0,May-2025
2025-05-12 09:16:00,2025-05-13 09:25:00,1412.0,1431.0,333.9675804619552,BUY,6345.384028777149,6155.490062526482,384,36,3.4666343087355718,0.002455123448113011,0.599999999999909,1.2723665509161524e-06,35.700000000000045,7.570580977952265e-05,0.013053399433427764,RELIANCE,60,12.0,May-2025
2025-05-14 09:49:00,2025-05-15 09:35:00,1429.3,1416.7,334.0166089496123,BUY,-4208.609272765085,-4398.731526579204,361,37,1.3522789853879298,0.0009461127722576994,13.799999999999955,2.8905975489206043e-05,0.6000000000001364,1.2567815430092484e-06,-0.00921374099209397,RELIANCE,60,12.0,May-2025
2025-05-15 10:40:00,2025-05-19 09:16:00,1428.6,1451.1,331.2551758514844,BUY,7453.241456658399,7262.458350678496,666,38,1.8676899385452828,0.0013073568098455012,8.5,1.7961624258657726e-05,32.80000000000018,6.931073831576196e-05,0.015346535069298617,RELIANCE,60,12.0,May-2025
2025-05-21 10:36:00,2025-05-21 12:13:00,1433.6,1422.2,334.9124439554794,BUY,-3818.0018610924194,-4009.290452582031,97,39,1.2114418052880627,0.0008450347414118741,11.399999999999864,2.3743545729905493e-05,2.6000000000001364,5.415194640154233e-06,-0.00835041852678562,RELIANCE,60,12.0,May-2025
2025-05-22 14:59:00,2025-05-27 09:16:00,1409.3,1427.8,337.984569449104,BUY,6252.714534808424,6060.935330411614,782,40,1.4371916651331962,0.0010197911481822153,2.7000000000000455,5.668438499252035e-06,31.700000000000045,6.655166682455065e-05,0.012724458951252396,RELIANCE,60,12.0,May-2025
2025-05-27 11:29:00,2025-05-27 14:18:00,1430.7,1415.6,336.9536187100813,BUY,-5087.9996425222735,-5279.813859509174,169,41,1.9617005339732954,0.0013711473642086358,15.5,3.215237038771418e-05,6.2999999999999545,1.3068382802748248e-05,-0.010952163276717785,RELIANCE,60,12.0,May-2025
2025-05-29 09:16:00,2025-05-29 10:30:00,1418.4,1411.2,336.33933948250115,BUY,-2421.6432442740233,-2611.98440327396,74,42,0.8850730580809085,0.0006239939777784182,7.2000000000000455,1.5092323543805453e-05,1.599999999999909,3.353849676401e-06,-0.0054751269035533305,RELIANCE,60,12.0,May-2025
2025-05-29 15:13:00,2025-05-30 11:45:00,1419.4,1413.6,334.3541876418694,BUY,-1939.2542883229032,-2128.6993710407864,167,43,0.9884608060167153,0.0006963934099032797,6.0,1.264269563133982e-05,11.199999999999818,2.3599698511833948e-05,-0.004485416373115529,RELIANCE,60,12.0,May-2025
2025-06-02 12:34:00,2025-06-03 09:22:00,1413.7,1409.7,335.9977364363019,BUY,-1343.9909457452077,-1533.7221475560586,183,44,0.7635698115344531,0.0005401215332350945,4.7000000000000455,9.894736842105357e-06,12.799999999999955,2.6947368421052534e-05,-0.0032288887316969652,RELIANCE,60,12.0,June-2025
2025-06-04 13:01:00,2025-06-05 15:07:00,1415.1,1441.4,334.6356893221834,BUY,8800.918629173484,8609.74125986372,501,45,0.5818075000833476,0.00041114232215627705,1.2999999999999545,2.74526304673435e-06,39.600000000000136,8.362493588514187e-05,0.018181541940499035,RELIANCE,60,12.0,June-2025
2025-06-09 09:16:00,2025-06-10 12:11:00,1455.0,1445.1,331.080562307005,BUY,-3277.6975668393793,-3469.7309145886884,550,46,1.9891567245845068,0.0013671180237694205,10.0,2.0758851518754837e-05,0.7000000000000455,1.453119606312933e-06,-0.007202762886598001,RELIANCE,60,12.0,June-2025
2025-06-11 09:17:00,2025-06-11 13:53:00,1447.6,1452.8,330.49597526100644,BUY,1718.5790713572485,1526.8649660278438,276,47,1.691633677806112,0.0011685781139859851,0.09999999999990905,2.090187520718847e-07,21.0,4.389393793513571e-05,0.003191434097817108,RELIANCE,60,12.0,June-2025
2025-06-12 09:19:00,2025-06-12 10:45:00,1456.2,1445.5,329.5402386386206,BUY,-3526.080553433256,-3717.325935524793,86,48,1.2044159478185485,0.0008270951433996351,11.100000000000136,2.313095161767835e-05,0.3999999999998636,8.335478060421685e-07,-0.007746422194753499,RELIANCE,60,12.0,June-2025
2025-06-13 12:01:00,2025-06-17 10:10:00,1433.0,1431.2,332.4110508491353,BUY,-598.3398915284284,-788.758237896847,639,49,1.101799317824175,0.0007688760068556699,8.599999999999909,1.8054140071703243e-05,15.0,3.148977919483157e-05,-0.0016558548499650764,RELIANCE,60,12.0,June-2025
2025-06-18 09:31:00,2025-06-18 12:31:00,1438.7,1426.0,330.57323663085344,BUY,-4198.280105211854,-4387.678735407135,180,50,1.6475004129655109,0.0011451313081014185,12.799999999999955,2.6913615034241494e-05,4.099999999999909,8.620767315655319e-06,-0.00922564815458403,RELIANCE,60,12.0,June-2025
2025-06-19 10:46:00,2025-06-19 13:29:00,1435.8,1431.1,328.3378052250816,BUY,-1543.1876845578984,-1731.4500153178556,163,51,0.8856968883007323,0.0006168664774346931,4.7000000000000455,9.969721304290694e-06,3.7000000000000455,7.84850400550546e-06,-0.0036727817244741924,RELIANCE,60,12.0,June-2025
2025-06-20 09:45:00,2025-06-23 09:18:00,1440.7,1452.4,326.07936643827315,BUY,3815.1285873278107,3626.452544319297,348,52,1.4898557817886247,0.0010341193737687406,0.20000000000004547,4.257288885746038e-07,30.299999999999955,6.449792661903771e-05,0.007719428055806237,RELIANCE,60,12.0,June-2025
2025-06-23 13:22:00,2025-06-24 12:43:00,1459.4,1459.7,324.2618015244097,BUY,97.27854045730817,-92.0319845086727,336,53,0.6967052894402853,0.0004773915920517235,5.2000000000000455,1.0988368379737104e-05,15.599999999999909,3.2965105139210835e-05,-0.0001944771824037587,RELIANCE,60,12.0,June-2025
2025-06-25 09:18:00,2025-06-27 15:23:00,1465.0,1512.3,322.9626230439865,BUY,15276.132069980547,15083.820746462776,1115,54,2.1552345689980887,0.0014711498764492074,3.2000000000000455,6.7633223953580045e-06,57.0,0.00012047168016731275,0.03188023208191123,RELIANCE,60,12.0,June-2025
2025-07-01 09:18:00,2025-07-02 09:35:00,1505.6,1521.8,315.48884165781084,BUY,5110.91923485655,4919.897051009579,392,55,1.2551737714954558,0.000833670145786036,0.8999999999998636,1.8947368421049763e-06,25.800000000000182,5.43157894736846e-05,0.01035767800212543,RELIANCE,60,12.0,July-2025
2025-07-03 09:46:00,2025-07-03 14:32:00,1523.0,1518.7,314.95331726753716,BUY,-1354.2992642503955,-1545.897965276929,286,56,1.6474165395764409,0.001081691752840736,5.0,1.0423748252893927e-05,8.900000000000091,1.855427189015138e-05,-0.0032228102429415328,RELIANCE,60,12.0,July-2025
2025-07-04 10:53:00,2025-07-08 09:37:00,1528.4,1535.5,312.8796775264629,BUY,2221.445710437858,2029.719301643192,674,57,0.8639616504952456,0.0005652719513839608,11.200000000000045,2.3420903156745367e-05,16.399999999999864,3.429489390809101e-05,0.0042444517142108795,RELIANCE,60,12.0,July-2025
2025-07-08 15:18:00,2025-07-09 14:24:00,1540.3,1539.8,311.7142975186697,BUY,-155.85714875933485,-347.87939031678576,321,58,1.0709823230255437,0.0006953076173638537,6.2999999999999545,1.3121349737054132e-05,10.700000000000045,2.2285467013727116e-05,-0.0007245471661364669,RELIANCE,60,12.0,July-2025
2025-07-10 12:59:00,2025-07-11 09:20:00,1516.9,1509.3,316.3049950868257,BUY,-2403.917962659919,-2595.3583978862694,156,59,0.9347029424359572,0.0006161928554525395,7.600000000000136,1.5839832712134488e-05,4.2999999999999545,8.962010613444258e-06,-0.0054092161645462045,RELIANCE,60,12.0,July-2025
2025-07-14 09:58:00,2025-07-14 11:38:00,1499.7,1486.6,318.2886287718971,BUY,-4169.581036911895,-4359.6821033321985,100,60,1.2369564236323978,0.0008248025762701859,13.799999999999955,2.891036479555832e-05,0.2999999999999545,6.284861912076964e-07,-0.009133333333333424,RELIANCE,60,12.0,July-2025
2025-07-15 09:18:00,2025-07-15 14:47:00,1490.5,1483.6,317.4745109500493,BUY,-2190.574125555369,-2379.4143141586774,329,61,1.4476724693513938,0.0009712663330099924,7.0,1.4793032002523702e-05,6.0,1.2679741716448889e-05,-0.0050283931566589,RELIANCE,60,12.0,July-2025
